Is Active,First Name,Last Name,Team,Age,Position,PosVal,ID,GP,G,G/GP,A,A/GP,P,P/GP,+/-,PPP,PPP/GP,SHP,SOG,SOG/GP,H,H/GP,BLK,BLK/GP,SHF/GP,SH%,SAF,SAA,SAD,SADB,SADA,SADC,SADT,RSA%,USAF,USAA,USAD,USADB,USADA,USADC,USADT,RUSA%,SA%,ZS%,SH+SV%,ESSH%
1,Andrej,Sekera,,31,D,0,8471284,234,17,0.0726,71,0.3034,88,0.376,-4,31,0.1325,3,383,1.6367,174,0.7435,440,1.8803,27.9273,0.0443,3745,3639,106,279,-182,-2,9,0.0073,2701,2621,80,134,-89,13,35,0.0088,0.5072,0.484,0.9935,0.071
0,Alexei,Emelin,,31,D,0,8471296,216,5,0.0231,31,0.1435,36,0.1666,-1,0,0.0,0,196,0.9074,701,3.2453,356,1.6481,25.8379,0.0255,3330,3387,-57,68,-114,-97,-11,-0.0208,2388,2429,-41,-9,-58,-66,26,-0.0209,0.4958,0.446,0.9967,0.0678
1,Alexander,Edler,,31,D,0,8471303,194,20,0.103,52,0.268,72,0.3711,-15,27,0.1392,0,424,2.1855,284,1.4639,370,1.9072,29.8402,0.0471,3014,3095,-81,119,-162,-3,-38,0.0136,2272,2266,6,37,-52,60,21,0.0248,0.4934,0.4681,0.9926,0.0716
0,Torrey,Mitchell,,32,C,1,8471338,214,25,0.1168,25,0.1168,50,0.2336,-1,0,0.0,3,192,0.8971,172,0.8037,155,0.7242,20.2336,0.1302,1815,2187,-372,-117,-122,-202,-133,-0.0342,1340,1530,-190,-100,-29,-83,-61,-0.0189,0.4535,0.3345,0.9999,0.0677
0,Kris,Versteeg,,31,R,1,8471346,207,44,0.2125,65,0.314,109,0.5265,8,30,0.1449,0,426,2.0579,56,0.2705,82,0.3961,19.8792,0.1032,2567,2248,319,205,-63,181,177,0.0134,1851,1710,141,81,-36,71,96,0.0029,0.5331,0.6082,1.0064,0.0743
1,Roman,Polak,,31,D,0,8471392,210,10,0.0476,26,0.1238,36,0.1714,-6,0,0.0,0,216,1.0285,760,3.619,407,1.938,24.6142,0.0462,2981,3252,-271,3,-218,-129,-56,-0.0351,2198,2407,-209,-38,-127,-108,-44,-0.0287,0.4783,0.4529,0.9962,0.0675
1,Troy,Brouwer,,32,R,1,8471426,238,52,0.2184,55,0.231,107,0.4495,2,35,0.1471,4,373,1.5672,577,2.4243,130,0.5462,23.3403,0.1394,2514,2677,-163,17,-138,-153,-42,-0.037,1837,1978,-141,-43,-70,-124,-28,-0.0411,0.4843,0.4842,1.0133,0.0783
1,Matt,Hunwick,,32,D,0,8471436,187,5,0.0267,35,0.1871,40,0.2139,8,4,0.0214,0,219,1.1711,272,1.4545,231,1.2352,25.631,0.0228,2747,2784,-37,170,-169,-87,-38,-0.0112,2082,2129,-47,78,-99,-73,-26,-0.0061,0.4967,0.4848,1.0061,0.0784
0,Daniel,Winnik,,32,L,1,8471476,227,27,0.1189,51,0.2246,78,0.3436,42,0,0.0,3,280,1.2334,202,0.8898,149,0.6563,19.6828,0.0964,2320,2276,44,131,-120,71,33,-0.0056,1726,1695,31,85,-78,62,24,-0.0009,0.5048,0.4398,1.0217,0.0745
0,Jannik,Hansen,,31,R,1,8471498,191,46,0.2408,45,0.2356,91,0.4764,12,1,0.0052,4,335,1.7539,162,0.8481,64,0.335,21.4031,0.1373,2097,2233,-136,-15,-102,-82,-19,-0.0084,1581,1637,-56,-30,-42,-17,16,-0.0019,0.4843,0.5394,1.0142,0.0964
1,Cody,McLeod,,33,L,1,8471657,223,20,0.0896,11,0.0493,31,0.139,-4,1,0.0045,1,197,0.8834,658,2.9506,85,0.3811,14.3766,0.1015,1328,1950,-622,-173,-234,-415,-215,-0.0552,1026,1421,-395,-119,-146,-251,-130,-0.045,0.4051,0.4167,1.0138,0.075
1,Paul,Stastny,,32,C,1,8471669,204,44,0.2156,91,0.446,135,0.6617,12,42,0.2059,0,358,1.7549,105,0.5147,105,0.5147,25.799,0.1229,2770,2477,293,158,-18,154,153,0.019,2098,1837,261,114,4,142,143,0.0195,0.5279,0.487,1.008,0.0804
1,Sidney,Crosby,,30,C,1,8471675,232,108,0.4655,150,0.6465,258,1.112,41,80,0.3448,0,740,3.1896,236,1.0172,91,0.3922,25.3879,0.1459,3732,3077,655,214,175,400,266,0.0438,2773,2281,492,105,203,273,184,0.0377,0.5481,0.582,1.011,0.086
1,Bobby,Ryan,,30,R,1,8471676,221,53,0.2398,82,0.371,135,0.6108,-7,35,0.1584,0,515,2.3303,325,1.4705,93,0.4208,21.5384,0.1029,2678,2857,-179,72,-119,-213,-132,-0.0069,1918,2155,-237,-37,-84,-207,-116,-0.0125,0.4838,0.5607,1.012,0.0879
1,Jack,Johnson,,30,D,0,8471677,221,19,0.0859,58,0.2624,77,0.3484,-6,29,0.1312,1,343,1.552,349,1.5791,367,1.6606,27.6561,0.0553,3430,3719,-289,51,-262,-157,-78,-0.0117,2602,2794,-192,-13,-143,-100,-36,-0.0096,0.4798,0.4274,1.001,0.0769
0,Benoit,Pouliot,,31,L,1,8471678,180,41,0.2277,43,0.2388,84,0.4666,-12,16,0.0889,2,291,1.6166,145,0.8055,95,0.5277,22.1277,0.1408,2060,2063,-3,92,-76,-27,-19,0.01,1509,1541,-32,40,-34,-47,-38,0.0039,0.4996,0.5607,0.9948,0.0804
1,Anze,Kopitar,,30,C,1,8471685,236,53,0.2245,137,0.5805,190,0.805,22,61,0.2585,4,461,1.9533,261,1.1059,170,0.7203,24.2923,0.1149,3564,2683,881,389,159,522,333,0.0185,2665,2027,638,236,164,368,238,0.0192,0.5705,0.5227,0.9991,0.0787
1,Marc,Staal,,30,D,0,8471686,229,10,0.0436,35,0.1528,45,0.1965,29,0,0.0,3,232,1.0131,253,1.1048,340,1.4847,27.4759,0.0431,3307,3825,-518,50,-307,-325,-261,-0.028,2473,2826,-353,-10,-165,-257,-178,-0.0312,0.4637,0.4269,1.0144,0.0828
1,Martin,Hanzal,,30,C,1,8471691,172,41,0.2383,63,0.3662,104,0.6046,-23,26,0.1512,2,395,2.2965,376,2.186,104,0.6046,23.3372,0.1037,2104,2065,39,162,-42,-79,-81,0.0349,1558,1596,-38,76,-18,-98,-96,0.0273,0.5047,0.4751,0.996,0.0868
1,T.J.,Oshie,,31,R,1,8471698,220,78,0.3545,84,0.3818,162,0.7363,61,43,0.1955,3,490,2.2272,328,1.4909,151,0.6863,24.1227,0.1591,2924,2764,160,151,-37,66,46,0.0011,2218,1988,230,74,91,92,65,0.012,0.5141,0.4937,1.0266,0.0989
1,Andrew,Cogliano,,30,L,1,8471699,246,40,0.1626,56,0.2276,96,0.3902,18,0,0.0,10,443,1.8008,339,1.378,84,0.3414,21.817,0.0902,2945,2661,284,192,-85,278,177,0.0197,2242,1992,250,104,-14,232,160,0.0181,0.5253,0.4528,0.9901,0.0683
1,Matt,Niskanen,,31,D,0,8471702,242,14,0.0578,88,0.3636,102,0.4214,37,35,0.1446,2,421,1.7396,447,1.8471,344,1.4214,27.4297,0.0332,3909,3560,349,221,-49,246,177,0.0149,2872,2602,270,127,40,165,103,0.0159,0.5234,0.4831,1.01,0.0771
1,James,Neal,,30,L,1,8471707,219,77,0.3515,59,0.2694,136,0.621,29,31,0.1416,0,691,3.1552,268,1.2237,79,0.3607,22.8584,0.1114,3266,2753,513,364,47,280,102,0.0264,2376,2040,336,216,48,191,72,0.0156,0.5426,0.6094,1.0144,0.0826
1,Marc-Edouard,Vlasic,,30,D,0,8471709,212,23,0.1084,67,0.316,90,0.4245,31,20,0.0943,3,358,1.6886,116,0.5471,387,1.8254,27.0849,0.0642,3333,3209,124,141,-125,181,108,-0.0022,2424,2257,167,78,6,172,83,0.0013,0.5095,0.4426,1.0064,0.0884
1,Justin,Abdelkader,,30,L,1,8471716,217,49,0.2258,58,0.2672,107,0.493,-33,34,0.1567,1,413,1.9032,504,2.3225,99,0.4562,23.4516,0.1186,2374,2319,55,118,-77,33,14,-0.0058,1773,1801,-28,17,-29,-26,-16,-0.0056,0.5059,0.5623,0.9871,0.0681
1,Adam,McQuaid,,31,D,0,8471717,204,4,0.0196,22,0.1078,26,0.1274,8,0,0.0,1,166,0.8137,440,2.1568,356,1.745,25.2107,0.024,2918,2787,131,114,-60,86,77,-0.0169,2140,2038,102,51,12,50,39,-0.0148,0.5115,0.511,0.9873,0.0614
1,Kris,Letang,,30,D,0,8471724,181,32,0.1767,123,0.6795,155,0.8563,23,65,0.3591,5,537,2.9668,336,1.8563,309,1.7071,29.5801,0.0595,3441,2846,595,304,118,347,173,0.0379,2533,2103,430,175,150,239,105,0.0277,0.5473,0.5507,0.9936,0.0715
1,Kris,Russell,,30,D,0,8471729,209,9,0.043,57,0.2727,66,0.3157,18,19,0.0909,0,249,1.1913,168,0.8038,706,3.3779,30.1052,0.0361,3256,4048,-792,-147,-297,-485,-348,-0.0379,2388,2752,-364,-94,-93,-200,-177,-0.0288,0.4458,0.4899,1.0201,0.0968
1,Keith,Yandle,,31,D,0,8471735,248,16,0.0645,124,0.5,140,0.5645,-36,69,0.2782,1,570,2.2983,124,0.5,245,0.9879,26.1612,0.028,3922,3912,10,213,-134,-42,-69,0.0204,2937,3016,-79,61,-70,-67,-70,0.0079,0.5006,0.5951,0.9972,0.0693
0,Cody,Franson,,30,D,0,8471742,205,14,0.0682,58,0.2829,72,0.3512,-17,26,0.1268,0,312,1.5219,325,1.5853,256,1.2487,24.717,0.0448,2712,2699,13,62,-155,62,106,0.0313,2089,2031,58,22,-79,53,115,0.0409,0.5012,0.4694,0.9911,0.0707
1,Niklas,Hjalmarsson,,30,D,0,8471769,236,10,0.0423,51,0.2161,61,0.2584,50,2,0.0085,4,235,0.9957,94,0.3983,459,1.9449,29.5593,0.0425,3922,3656,266,250,-38,57,54,0.0017,2851,2676,175,154,9,23,12,0.0099,0.5176,0.465,1.0012,0.0687
1,Darren,Helm,,30,L,1,8471794,202,36,0.1782,40,0.198,76,0.3762,-1,11,0.0545,3,423,2.094,318,1.5742,69,0.3415,22.099,0.0851,2264,2015,249,117,41,153,91,0.0195,1666,1625,41,-9,11,17,39,0.0019,0.5291,0.5027,0.9944,0.0762
1,Ryan,Reaves,,30,R,1,8471817,225,16,0.0711,13,0.0577,29,0.1288,-5,0,0.0,0,144,0.64,721,3.2044,50,0.2222,12.84,0.1111,1383,1606,-223,17,-106,-190,-134,-0.0563,1037,1190,-153,-6,-46,-145,-101,-0.0604,0.4627,0.397,1.0021,0.0637
1,Anton,Stralman,,31,D,0,8471873,228,23,0.1008,72,0.3157,95,0.4166,39,33,0.1447,0,395,1.7324,309,1.3552,246,1.0789,26.0043,0.0582,3529,2989,540,254,74,374,212,0.0283,2655,2258,397,153,107,272,137,0.0321,0.5414,0.5389,1.0084,0.0836
1,Patric,Hornqvist,,30,R,1,8471887,216,68,0.3148,78,0.3611,146,0.6759,43,47,0.2176,0,700,3.2407,474,2.1944,149,0.6898,22.4583,0.0971,2971,2431,540,264,58,381,218,0.0485,2194,1753,441,169,109,306,163,0.0507,0.55,0.5592,1.0175,0.0886
1,Dan,Girardi,,33,D,0,8471958,219,10,0.0456,42,0.1917,52,0.2374,38,3,0.0137,4,244,1.1141,499,2.2785,545,2.4885,28.3652,0.0409,3049,3889,-840,-17,-420,-542,-403,-0.065,2289,2788,-499,-53,-222,-306,-224,-0.0544,0.4395,0.4263,1.0174,0.0869
0,David,Desharnais,,31,C,1,8471976,196,31,0.1581,60,0.3061,91,0.4642,20,18,0.0918,0,226,1.153,79,0.403,89,0.454,21.2346,0.1371,2404,2328,76,132,-94,81,38,0.0101,1707,1678,29,31,-33,40,31,0.0,0.508,0.5734,1.0218,0.0834
1,Andy,Greene,,35,D,0,8472382,230,11,0.0478,37,0.1608,48,0.2086,-8,7,0.0304,2,229,0.9956,205,0.8913,451,1.9608,28.2956,0.048,2977,3433,-456,-32,-304,-298,-120,-0.011,2273,2546,-273,-53,-214,-149,-6,0.0002,0.4644,0.3593,1.0017,0.0672
1,Bryan,Little,,30,C,1,8473412,186,62,0.3333,79,0.4247,141,0.758,-12,42,0.2258,3,394,2.1182,139,0.7473,77,0.4139,25.9569,0.1573,2461,2174,287,150,-8,184,145,0.0222,1830,1662,168,58,39,82,71,0.0154,0.531,0.5417,0.9993,0.0807
1,Alex,Biega,,29,D,0,8473415,94,1,0.0106,10,0.1063,11,0.117,-17,0,0.0,0,105,1.117,255,2.7127,73,0.7765,22.3723,0.0095,1112,1240,-128,8,-93,-64,-43,0.0145,807,999,-192,-58,-84,-110,-50,-0.0021,0.4728,0.5492,0.9946,0.0673
1,Brad,Marchand,,29,L,1,8473419,234,100,0.4273,88,0.376,188,0.8034,44,34,0.1453,14,656,2.8034,188,0.8034,98,0.4188,24.1239,0.1524,3571,2669,902,332,166,618,404,0.0745,2697,1993,704,235,203,450,266,0.0803,0.5723,0.5036,0.9903,0.0766
1,Nick,Foligno,,30,L,1,8473422,230,69,0.3,92,0.4,161,0.7,-2,60,0.2609,0,516,2.2434,502,2.1826,148,0.6434,23.1391,0.1337,2883,2781,102,211,-75,45,-34,0.0313,2184,2099,85,86,7,24,-8,0.0319,0.509,0.5242,1.002,0.0829
1,Erik,Johnson,,29,D,0,8473446,166,25,0.1506,42,0.253,67,0.4036,-23,18,0.1084,4,386,2.3253,306,1.8433,402,2.4216,29.5662,0.0647,2520,2872,-352,-2,-282,-201,-68,0.0193,1909,2061,-152,-11,-129,-75,-12,0.0349,0.4674,0.4391,0.9889,0.0682
1,Kyle,Okposo,,29,R,1,8473449,204,59,0.2892,101,0.495,160,0.7843,-19,64,0.3137,0,553,2.7107,196,0.9607,87,0.4264,21.9607,0.1066,2860,2770,90,102,-101,7,89,0.0142,2116,2014,102,19,-10,43,93,0.0137,0.508,0.5482,0.9964,0.0754
1,Trevor,Lewis,,30,C,1,8473453,230,29,0.126,36,0.1565,65,0.2826,-8,3,0.013,2,455,1.9782,534,2.3217,77,0.3347,19.326,0.0637,2709,2120,589,272,73,405,244,0.0044,2046,1543,503,185,117,340,201,0.0191,0.561,0.5591,0.9781,0.0588
1,Leo,Komarov,,30,C,1,8473463,211,41,0.1943,53,0.2511,94,0.4454,-6,18,0.0853,6,328,1.5545,765,3.6255,102,0.4834,24.2369,0.125,2475,2474,1,82,-50,-64,-31,0.0019,1860,1892,-32,10,3,-68,-45,0.0062,0.5001,0.4295,0.9923,0.0795
1,Jamie,McGinn,,29,L,1,8473465,175,35,0.2,27,0.1542,62,0.3542,-39,15,0.0857,0,308,1.76,309,1.7657,52,0.2971,18.2171,0.1136,1704,2034,-330,-84,-136,-188,-110,-0.0113,1284,1550,-266,-104,-78,-143,-84,-0.0141,0.4559,0.487,0.9848,0.0715
1,Eric,Gryba,,29,D,0,8473468,168,3,0.0178,21,0.125,24,0.1428,6,0,0.0,0,167,0.994,448,2.6666,183,1.0892,22.1964,0.0179,2110,2172,-62,78,-157,-14,17,-0.0097,1506,1652,-146,8,-139,-85,-15,-0.0212,0.4928,0.481,0.9997,0.0712
1,Milan,Lucic,,29,L,1,8473473,244,61,0.25,88,0.3606,149,0.6106,36,41,0.168,0,440,1.8032,705,2.8893,65,0.2663,21.0327,0.1386,3500,2968,532,313,65,308,154,0.0204,2583,2272,311,165,61,161,85,0.0088,0.5411,0.553,1.0181,0.086
0,Chris,Stewart,,30,R,1,8473485,216,35,0.162,42,0.1944,77,0.3564,-21,17,0.0787,0,315,1.4583,267,1.2361,45,0.2083,16.5092,0.1111,1842,2507,-665,-95,-300,-387,-270,-0.0531,1380,1861,-481,-91,-190,-282,-200,-0.0602,0.4235,0.5014,1.0112,0.0812
1,Cal,Clutterbuck,,30,R,1,8473504,219,27,0.1232,32,0.1461,59,0.2694,10,2,0.0091,6,319,1.4566,853,3.8949,90,0.4109,20.0182,0.0846,1981,2038,-57,73,-113,-25,-17,-0.0102,1459,1471,-12,38,-34,-5,-16,-0.0137,0.4929,0.4023,0.9979,0.0739
1,Jeff,Petry,,30,D,0,8473507,209,20,0.0956,46,0.22,66,0.3157,-31,16,0.0766,4,396,1.8947,402,1.9234,327,1.5645,27.2344,0.0505,3491,3248,243,169,-20,119,94,0.0149,2492,2387,105,5,39,58,61,0.0075,0.518,0.4543,0.9827,0.0683
1,Claude,Giroux,,29,C,1,8473512,241,61,0.2531,137,0.5684,198,0.8215,-26,95,0.3942,3,719,2.9834,261,1.0829,92,0.3817,26.1659,0.0848,3526,3208,318,308,-125,251,135,0.0315,2507,2321,186,186,-68,152,68,0.0279,0.5236,0.5327,0.9901,0.0666
1,Jordan,Staal,,29,C,1,8473533,203,42,0.2068,75,0.3694,117,0.5763,-1,25,0.1232,3,407,2.0049,389,1.9162,75,0.3694,25.399,0.1031,2903,2279,624,324,50,379,250,0.057,2139,1749,390,201,46,224,143,0.0529,0.5602,0.4767,0.9863,0.0672
1,Patrik,Berglund,,29,C,1,8473534,201,45,0.2238,31,0.1542,76,0.3781,-8,13,0.0647,0,378,1.8805,296,1.4726,85,0.4228,22.7412,0.119,2326,2111,215,138,-31,126,108,0.0204,1784,1570,214,107,10,130,97,0.0215,0.5242,0.4349,0.9872,0.0694
1,Derick,Brassard,,30,C,1,8473544,241,60,0.2489,97,0.4024,157,0.6514,33,47,0.195,0,545,2.2614,301,1.2489,60,0.2489,23.1369,0.11,3195,3046,149,111,-91,156,129,0.039,2347,2227,120,21,17,117,82,0.0382,0.5119,0.5638,1.0133,0.0903
1,Michael,Grabner,,30,R,1,8473546,190,44,0.2315,27,0.1421,71,0.3736,22,0,0.0,4,341,1.7947,144,0.7578,110,0.5789,22.0631,0.129,1911,2104,-193,-3,-123,-125,-67,-0.0323,1420,1527,-107,-60,-53,-68,6,-0.0234,0.476,0.4108,1.0113,0.0803
1,Phil,Kessel,,30,R,1,8473548,246,74,0.3008,116,0.4715,190,0.7723,-22,72,0.2927,0,783,3.1829,39,0.1585,41,0.1666,22.2723,0.0945,3246,3400,-154,98,-115,-149,-137,-0.0132,2437,2569,-132,15,-44,-121,-103,-0.0205,0.4884,0.5827,1.0066,0.0798
1,Nicklas,Backstrom,,30,C,1,8473563,239,61,0.2552,173,0.7238,234,0.979,39,98,0.41,0,444,1.8577,187,0.7824,135,0.5648,23.3514,0.1373,3391,3068,323,218,-24,172,129,0.0176,2497,2238,259,110,63,123,86,0.0199,0.525,0.529,1.0143,0.0862
1,Michael,Frolik,,29,R,1,8473564,228,51,0.2236,67,0.2938,118,0.5175,18,16,0.0702,10,563,2.4692,172,0.7543,133,0.5833,23.3728,0.0905,3057,2581,476,258,8,323,210,0.0513,2188,1882,306,100,68,216,138,0.0485,0.5422,0.4622,0.9877,0.0765
1,Artem,Anisimov,,29,C,1,8473573,193,49,0.2538,65,0.3367,114,0.5906,11,22,0.114,7,314,1.6269,104,0.5388,93,0.4818,22.5854,0.156,2345,2351,-6,119,-113,-68,-12,0.0009,1686,1784,-98,9,-66,-109,-41,-0.0079,0.4994,0.6026,1.0082,0.0916
0,Shawn,Matthias,,29,L,1,8473574,194,38,0.1958,29,0.1494,67,0.3453,-20,1,0.0052,3,284,1.4639,181,0.9329,91,0.469,19.3556,0.1338,2010,2166,-156,1,-132,-142,-25,-0.0186,1474,1628,-154,-42,-82,-153,-30,-0.0258,0.4813,0.4891,0.9915,0.0766
1,Andrew,MacDonald,,31,D,0,8473584,159,5,0.0314,33,0.2075,38,0.2389,0,7,0.044,1,147,0.9245,88,0.5534,309,1.9433,26.7044,0.034,2293,2433,-140,94,-144,-95,-90,-0.0339,1637,1718,-81,34,-59,-70,-56,-0.031,0.4852,0.5099,0.9987,0.0716
1,Jonathan,Toews,,29,C,1,8473604,233,77,0.3304,105,0.4506,182,0.7811,53,43,0.1845,10,570,2.4463,180,0.7725,86,0.369,24.927,0.135,3381,3018,363,307,-11,147,67,0.018,2421,2286,135,149,23,9,-37,0.0073,0.5284,0.5538,1.0153,0.0779
1,Mathieu,Perreault,,29,C,1,8473618,198,40,0.202,87,0.4393,127,0.6414,-15,42,0.2121,0,396,2.0,258,1.303,72,0.3636,20.8434,0.101,2541,2034,507,223,119,323,165,0.0548,1889,1540,349,99,105,235,145,0.054,0.5554,0.5205,0.9788,0.082
1,David,Schlemko,,30,D,0,8473673,173,9,0.052,32,0.1849,41,0.2369,-17,17,0.0983,0,267,1.5433,127,0.7341,284,1.6416,23.0115,0.0337,2123,2075,48,128,-48,35,-32,0.0244,1558,1490,68,71,-3,62,0,0.0216,0.5057,0.5536,0.9854,0.075
1,Mark,Letestu,,32,C,1,8473914,214,33,0.1542,40,0.1869,73,0.3411,-32,27,0.1262,7,290,1.3551,190,0.8878,91,0.4252,21.285,0.1137,1627,2019,-392,-17,-233,-262,-142,-0.0561,1191,1487,-296,-35,-152,-195,-109,-0.0575,0.4462,0.372,0.9856,0.0651
1,Ben,Lovejoy,,33,D,0,8473933,208,7,0.0336,24,0.1153,31,0.149,-2,0,0.0,3,260,1.25,406,1.9519,359,1.7259,26.5432,0.0269,2935,3087,-152,122,-214,-85,-60,-0.026,2250,2291,-41,83,-141,3,17,-0.0192,0.4874,0.4042,0.9967,0.062
1,Alex,Killorn,,28,L,1,8473986,233,48,0.206,66,0.2832,114,0.4892,13,19,0.0815,4,460,1.9742,235,1.0085,69,0.2961,21.3175,0.1043,2934,2602,332,178,-21,293,175,0.0117,2163,1971,192,88,3,186,101,0.0093,0.53,0.555,1.0031,0.0837
1,Karl,Alzner,,29,D,0,8473991,246,12,0.0487,43,0.1747,55,0.2235,51,0,0.0,0,228,0.9268,360,1.4634,534,2.1707,26.2113,0.0526,3566,3666,-100,147,-198,-80,-49,-0.0315,2630,2656,-26,66,-36,-67,-56,-0.0259,0.4931,0.4684,1.0187,0.0809
0,Justin,Falk,,29,D,0,8473992,94,1,0.0106,13,0.1382,14,0.1489,-10,0,0.0,0,67,0.7127,150,1.5957,97,1.0319,19.7127,0.0149,1022,1097,-75,27,-84,-48,-18,0.0007,774,797,-23,10,-36,0,3,0.0059,0.4823,0.4917,0.9875,0.0718
1,Jamie,Benn,,28,L,1,8473994,241,102,0.4232,143,0.5933,245,1.0165,-1,79,0.3278,11,701,2.9087,365,1.5145,152,0.6307,26.9709,0.1455,3499,3153,346,278,-91,221,159,0.0132,2560,2345,215,156,-29,120,88,0.0047,0.526,0.5202,0.9978,0.0895
1,Nick,Bonino,,29,C,1,8474009,218,42,0.1926,63,0.2889,105,0.4816,15,18,0.0826,2,388,1.7798,113,0.5183,256,1.1743,23.3669,0.1082,2392,2445,-53,80,-108,16,-25,-0.0147,1780,1727,53,63,-9,42,-1,-0.0077,0.4945,0.4503,1.0052,0.073
1,Ian,Cole,,28,D,0,8474013,225,10,0.0444,45,0.2,55,0.2444,37,3,0.0133,0,244,1.0844,359,1.5955,415,1.8444,23.8977,0.0409,3237,3094,143,136,-16,21,23,-0.0074,2449,2230,219,69,90,77,60,-0.0033,0.5113,0.5088,1.0092,0.079
1,Justin,Braun,,30,D,0,8474027,231,9,0.0389,50,0.2164,59,0.2554,20,3,0.013,2,303,1.3116,310,1.3419,431,1.8658,26.277,0.0297,3488,3521,-33,46,-146,124,67,-0.0264,2538,2449,89,0,33,144,56,-0.0183,0.4976,0.4366,0.9965,0.0788
1,Kevin,Shattenkirk,,28,D,0,8474031,208,35,0.1682,109,0.524,144,0.6923,-2,78,0.375,1,476,2.2884,212,1.0192,294,1.4134,27.2884,0.0735,3071,2703,368,208,-18,215,178,0.0247,2299,1962,337,150,42,189,145,0.0282,0.5319,0.553,0.9989,0.0788
1,Pat,Maroon,,29,L,1,8474034,224,48,0.2142,55,0.2455,103,0.4598,1,21,0.0938,0,402,1.7946,460,2.0535,43,0.1919,18.5133,0.1194,2725,2484,241,176,-16,79,81,0.0154,2067,1834,233,95,51,112,87,0.0157,0.5231,0.5536,1.0053,0.0889
1,James,van Riemsdyk,,28,L,1,8474037,204,70,0.3431,77,0.3774,147,0.7205,-32,47,0.2304,1,615,3.0147,197,0.9656,65,0.3186,22.7156,0.1138,2761,2841,-80,132,-144,-43,-68,0.0076,2064,2230,-166,13,-115,-83,-64,-0.0028,0.4929,0.548,1.0008,0.081
1,Paul,Byron,,28,L,1,8474038,200,39,0.195,41,0.205,80,0.4,10,5,0.025,8,208,1.04,332,1.66,83,0.415,22.72,0.1875,2119,2068,51,-15,21,71,45,0.0071,1477,1465,12,-18,42,2,-12,0.0008,0.5061,0.455,0.9972,0.0796
1,Sam,Gagner,,28,C,1,8474040,215,41,0.1906,66,0.3069,107,0.4976,-14,33,0.1535,0,447,2.079,102,0.4744,50,0.2325,19.3069,0.0917,2603,2340,263,133,16,211,114,0.0409,1901,1754,147,37,57,108,53,0.0345,0.5266,0.5662,0.9952,0.074
1,Logan,Couture,,28,C,1,8474053,207,67,0.3236,88,0.4251,155,0.7487,7,54,0.2609,3,574,2.7729,171,0.826,174,0.8405,24.6376,0.1167,2605,2566,39,51,-63,68,51,-0.0172,1882,1832,50,8,8,64,34,-0.0194,0.5038,0.5112,1.0118,0.0864
1,P.K.,Subban,,28,D,0,8474056,216,31,0.1435,120,0.5555,151,0.699,17,61,0.2824,1,488,2.2592,277,1.2824,326,1.5092,28.9537,0.0635,4032,3571,461,341,33,290,87,0.0361,2951,2659,292,155,76,208,61,0.0323,0.5303,0.498,1.006,0.0844
1,Riley,Nash,,28,C,1,8474062,213,24,0.1126,40,0.1877,64,0.3004,-16,12,0.0563,3,295,1.3849,213,1.0,103,0.4835,20.3474,0.0813,2192,1998,194,228,-63,74,29,-0.0115,1578,1466,112,125,-23,43,10,-0.0149,0.5232,0.509,0.9782,0.0575
1,Thomas,Hickey,,28,D,0,8474066,219,12,0.0547,48,0.2191,60,0.2739,-4,3,0.0137,2,224,1.0228,271,1.2374,329,1.5022,22.4748,0.0535,3104,3155,-51,161,-147,-63,-65,-0.0033,2294,2284,10,67,-37,2,-20,-0.006,0.4959,0.522,0.9915,0.0833
1,Kyle,Turris,,28,C,1,8474068,217,64,0.2949,85,0.3917,149,0.6866,-13,41,0.1889,2,522,2.4055,113,0.5207,132,0.6082,23.7741,0.1226,2997,3080,-83,130,-143,-117,-70,0.0082,2155,2346,-191,11,-83,-169,-119,-0.0011,0.4932,0.529,1.0032,0.0786
1,Brendan,Smith,,28,D,0,8474090,190,10,0.0526,27,0.1421,37,0.1947,0,6,0.0316,0,232,1.221,213,1.121,175,0.921,25.521,0.0431,2668,2261,407,208,95,226,104,0.0412,1992,1766,226,104,73,116,49,0.0412,0.5413,0.5674,0.9946,0.0713
1,Brandon,Sutter,,28,C,1,8474091,181,43,0.2375,33,0.1823,76,0.4198,-11,14,0.0773,5,385,2.127,176,0.9723,111,0.6132,24.8066,0.1116,1924,2114,-190,20,-155,-65,-55,-0.0353,1443,1577,-134,-25,-64,-55,-45,-0.0302,0.4765,0.4502,1.0012,0.0685
1,Colton,Sceviour,,28,C,1,8474098,222,29,0.1306,44,0.1981,73,0.3288,-9,10,0.045,5,410,1.8468,256,1.1531,157,0.7072,19.1621,0.0707,2307,2220,87,109,-44,16,22,-0.0138,1696,1603,93,57,32,18,4,-0.0057,0.5096,0.4563,0.9876,0.0702
1,David,Perron,,29,L,1,8474102,234,47,0.2008,76,0.3247,123,0.5256,-28,34,0.1453,1,494,2.1111,400,1.7094,72,0.3076,23.2478,0.0951,2939,2639,300,192,-75,195,183,0.0215,2187,1988,199,80,-4,125,123,0.0151,0.5269,0.5314,0.9826,0.0738
1,Carl,Gunnarsson,,31,D,0,8474125,189,5,0.0264,22,0.1164,27,0.1428,12,2,0.0106,0,137,0.7248,151,0.7989,301,1.5925,24.1534,0.0364,2243,2267,-24,111,-126,-79,-9,-0.0252,1714,1643,71,77,-46,13,40,-0.0157,0.4973,0.5298,0.9989,0.0772
