Is Active,First Name,Last Name,Team,Age,Position,PosVal,ID,GP,G,G/GP,A,A/GP,P,P/GP,+/-,PPP,PPP/GP,SHP,SOG,SOG/GP,H,H/GP,BLK,BLK/GP,SHF/GP,SH%,SAF,SAA,SAD,SADB,SADA,SADC,SADT,RSA%,USAF,USAA,USAD,USADB,USADA,USADC,USADT,RUSA%,SA%,ZS%,SH+SV%,ESSH%
1,Craig,Smith,,28,R,1,8475225,242,56,0.2314,54,0.2231,110,0.4545,22,17,0.0702,0,606,2.5041,254,1.0495,51,0.2107,20.3636,0.0924,3262,2625,637,320,50,399,267,0.0438,2411,1986,425,179,47,282,199,0.0325,0.5541,0.6744,1.0109,0.0866
1,Casey,Cizikas,,26,C,1,8475231,209,25,0.1196,47,0.2248,72,0.3444,11,2,0.0096,5,256,1.2248,446,2.1339,170,0.8133,19.9569,0.0976,1891,1981,-90,97,-145,-82,-42,-0.0206,1390,1418,-28,48,-39,-53,-37,-0.0214,0.4884,0.4021,0.9999,0.0818
1,David,Savard,,27,D,0,8475233,221,21,0.095,63,0.285,84,0.38,26,15,0.0679,3,369,1.6696,444,2.009,342,1.5475,27.0316,0.0569,3472,3650,-178,83,-225,-23,-36,0.0024,2646,2716,-70,11,-101,25,20,0.0095,0.4875,0.4325,1.011,0.0836
1,Nicolas,Deslauriers,,26,L,1,8475235,194,11,0.0567,18,0.0927,29,0.1494,-44,0,0.0,1,174,0.8969,576,2.969,71,0.3659,13.9175,0.0632,1208,1975,-767,-225,-199,-509,-343,-0.0613,899,1455,-556,-175,-131,-358,-250,-0.0675,0.3795,0.4386,0.9795,0.0587
1,Cody,Eakin,,26,C,1,8475236,220,38,0.1727,49,0.2227,87,0.3954,-5,10,0.0455,7,356,1.6181,225,1.0227,145,0.659,24.209,0.1067,2748,2789,-41,208,-187,-37,-62,-0.031,2007,2038,-31,128,-114,-38,-45,-0.0327,0.4963,0.4741,0.9927,0.0765
1,Kevin,Connauton,,27,D,0,8475246,151,14,0.0927,25,0.1655,39,0.2582,11,6,0.0397,0,226,1.4966,231,1.5298,128,0.8476,20.9536,0.0619,1907,2127,-220,22,-154,-112,-88,0.0127,1424,1607,-183,-24,-100,-76,-59,0.0052,0.4727,0.5072,1.0199,0.09
1,Ben,Chiarot,,26,D,0,8475279,169,5,0.0295,25,0.1479,30,0.1775,-2,0,0.0,0,160,0.9467,278,1.6449,250,1.4792,19.4911,0.0312,2041,2127,-86,17,-79,-57,-24,-0.0307,1517,1562,-45,-16,-18,-31,-11,-0.0253,0.4897,0.4847,0.9977,0.0784
1,Erik,Haula,,26,L,1,8475287,220,36,0.1636,38,0.1727,74,0.3363,19,3,0.0136,5,325,1.4772,127,0.5772,135,0.6136,18.5181,0.1107,2020,2138,-118,59,-134,-68,-43,-0.009,1544,1568,-24,30,-46,-9,-8,-0.0053,0.4858,0.4442,1.0065,0.0825
1,Anders,Lee,,27,L,1,8475314,237,74,0.3122,55,0.232,129,0.5443,16,34,0.1435,0,571,2.4092,505,2.1308,94,0.3966,19.3037,0.1295,3025,2713,312,174,28,251,110,0.0362,2252,1945,307,90,78,253,139,0.0412,0.5272,0.5576,1.0037,0.0805
1,Marcus,Kruger,,27,C,1,8475323,192,12,0.0625,26,0.1354,38,0.1979,-3,0,0.0,0,259,1.3489,85,0.4427,143,0.7447,21.4322,0.0463,1918,1844,74,127,-96,56,43,-0.0119,1400,1283,117,86,-16,68,47,0.0138,0.5098,0.2561,0.9841,0.0527
1,Jordan,Nolan,,28,C,1,8475325,158,10,0.0632,12,0.0759,22,0.1392,-9,0,0.0,0,132,0.8354,242,1.5316,26,0.1645,13.4493,0.0757,1322,1302,20,52,-69,62,37,-0.0661,955,996,-41,13,-46,-4,-8,-0.0787,0.5038,0.5342,0.9906,0.0549
1,Brandon,Manning,,27,D,0,8475430,132,4,0.0303,18,0.1363,22,0.1666,-7,0,0.0,1,161,1.2196,234,1.7727,149,1.1287,24.4318,0.0248,1987,1852,135,124,-70,117,81,0.0186,1419,1372,47,47,-20,48,20,0.0046,0.5176,0.534,0.991,0.0577
1,Brenden,Dillon,,27,D,0,8475455,237,6,0.0253,25,0.1054,31,0.1308,-7,0,0.0,2,270,1.1392,482,2.0337,309,1.3037,23.0675,0.0222,3639,3443,196,185,-128,202,139,0.0023,2639,2376,263,151,-25,196,137,0.0077,0.5138,0.5154,0.9821,0.0609
1,Radko,Gudas,,27,D,0,8475462,174,13,0.0747,29,0.1666,42,0.2413,0,1,0.0057,0,326,1.8735,699,4.0172,344,1.977,24.9827,0.0398,2954,2561,393,176,-15,319,232,0.0298,2115,1803,312,74,67,243,171,0.0317,0.5356,0.4932,0.9877,0.0685
1,Nate,Prosser,,31,D,0,8475613,156,4,0.0256,13,0.0833,17,0.1089,0,1,0.0064,1,78,0.5,98,0.6282,239,1.532,17.5961,0.0512,1377,1600,-223,-26,-131,-155,-66,-0.0409,1047,1072,-25,-6,-24,-18,5,-0.0154,0.4625,0.4089,0.9942,0.0806
1,Christopher,Tanev,,28,D,0,8475690,192,8,0.0416,40,0.2083,48,0.25,3,5,0.026,1,134,0.6979,60,0.3125,427,2.2239,29.1197,0.0597,2695,2706,-11,117,-163,55,35,0.021,1988,1919,69,71,-80,89,78,0.0356,0.499,0.4564,0.9897,0.0691
1,Mats,Zuccarello,,30,R,1,8475692,239,56,0.2343,113,0.4728,169,0.7071,34,38,0.159,0,509,2.1297,293,1.2259,163,0.682,23.6192,0.11,3246,3169,77,182,-140,161,35,0.0337,2440,2313,127,96,-6,147,37,0.0373,0.506,0.5566,1.0174,0.0942
1,Calle,Jarnkrok,,26,C,1,8475714,236,38,0.161,41,0.1737,79,0.3347,2,8,0.0339,5,354,1.5,116,0.4915,74,0.3135,21.9745,0.1073,2601,2376,225,194,-12,121,43,0.0029,1956,1748,208,117,50,108,41,0.0055,0.5226,0.5196,0.9885,0.0719
1,Oscar,Lindberg,,26,C,1,8475715,134,21,0.1567,27,0.2014,48,0.3582,14,4,0.0299,0,202,1.5074,229,1.7089,72,0.5373,17.2089,0.1039,1214,1323,-109,37,-110,-61,-36,0.0019,918,1005,-87,-1,-65,-48,-21,-0.0087,0.4785,0.5254,1.0232,0.0842
1,Jason,Zucker,,25,L,1,8475722,201,56,0.2786,40,0.199,96,0.4776,21,4,0.0199,3,454,2.2587,223,1.1094,88,0.4378,20.0796,0.1233,2436,2373,63,150,-81,62,-6,0.0158,1860,1755,105,89,0,119,16,0.0177,0.5066,0.4835,1.0122,0.0958
1,Tyler,Toffoli,,25,R,1,8475726,221,70,0.3167,71,0.3212,141,0.638,66,23,0.1041,8,578,2.6153,210,0.9502,34,0.1538,21.285,0.1211,3062,2208,854,381,188,511,285,0.0333,2243,1707,536,228,123,335,185,0.0208,0.581,0.5707,1.0162,0.086
1,Ryan,Spooner,,25,C,1,8475727,187,32,0.1711,74,0.3957,106,0.5668,-15,40,0.2139,1,380,2.032,94,0.5026,41,0.2192,18.77,0.0842,1968,1948,20,104,-140,-10,56,-0.0208,1484,1484,0,54,-84,-26,30,-0.0256,0.5026,0.5777,1.0025,0.0739
1,Johan,Larsson,,25,C,1,8475728,149,22,0.1476,22,0.1476,44,0.2953,-11,9,0.0604,0,194,1.302,205,1.3758,75,0.5033,19.3959,0.1134,1614,1941,-327,-74,-160,-223,-93,0.0035,1207,1490,-283,-116,-112,-189,-55,-0.0081,0.454,0.3898,1.0061,0.0668
1,Evgeny,Kuznetsov,,25,C,1,8475744,244,50,0.2049,123,0.504,173,0.709,55,45,0.1844,0,490,2.0081,173,0.709,62,0.254,19.3893,0.102,2987,2822,165,159,-46,8,52,-0.0005,2217,2084,133,81,48,-17,4,0.0003,0.5142,0.5705,1.027,0.0986
1,Charlie,Coyle,,25,C,1,8475745,246,50,0.2032,83,0.3373,133,0.5406,27,18,0.0732,1,419,1.7032,369,1.5,176,0.7154,20.5487,0.1193,2935,2997,-62,96,-120,-19,-38,0.001,2204,2156,48,67,16,29,-35,0.0048,0.4948,0.4896,1.0114,0.0884
1,Patrik,Nemeth,,25,D,0,8475747,100,0,0.0,14,0.14,14,0.14,-5,1,0.01,0,98,0.98,131,1.31,115,1.15,21.57,0.0,1402,1325,77,132,-69,0,14,-0.0028,1044,957,87,80,-32,22,39,0.0003,0.5141,0.4988,0.9878,0.0592
1,Jon,Merrill,,25,D,0,8475750,164,4,0.0243,21,0.128,25,0.1524,-38,5,0.0305,1,125,0.7621,146,0.8902,211,1.2865,24.6402,0.032,1911,2187,-276,-46,-157,-133,-73,-0.0056,1477,1669,-192,-51,-94,-92,-47,-0.0029,0.4663,0.4805,0.9811,0.0678
1,Justin,Faulk,,25,D,0,8475753,221,48,0.2171,75,0.3393,123,0.5565,-59,50,0.2262,2,647,2.9276,383,1.733,263,1.19,28.5701,0.0741,4114,3617,497,364,-33,283,166,0.0239,3045,2780,265,218,-15,137,62,0.0193,0.5321,0.5198,0.9706,0.0643
1,Brock,Nelson,,26,C,1,8475754,244,66,0.2704,61,0.25,127,0.5204,-3,26,0.1066,1,528,2.1639,208,0.8524,150,0.6147,20.9836,0.125,2793,2914,-121,68,-122,-137,-67,-0.015,2051,2050,1,34,-12,-29,-21,-0.0091,0.4894,0.4954,1.0071,0.0838
1,Alexander,Petrovic,,25,D,0,8475755,148,3,0.0202,31,0.2094,34,0.2297,12,0,0.0,1,137,0.9256,339,2.2905,165,1.1148,21.2229,0.0218,1910,1971,-61,128,-107,-78,-82,-0.0039,1479,1525,-46,76,-54,-53,-68,-0.0013,0.4921,0.4572,1.0104,0.0839
1,Devante,Smith-Pelly,,25,R,1,8475758,191,24,0.1256,30,0.157,54,0.2827,-23,4,0.0209,2,274,1.4345,404,2.1151,104,0.5445,18.8272,0.0875,1671,2003,-332,-23,-167,-218,-142,-0.0456,1254,1495,-241,-48,-114,-132,-79,-0.047,0.4548,0.4379,0.9944,0.0744
1,Nick,Bjugstad,,25,C,1,8475760,193,46,0.2383,45,0.2331,91,0.4715,-34,30,0.1554,0,469,2.43,307,1.5906,66,0.3419,19.6787,0.098,2055,2157,-102,12,-67,-66,-47,-0.0185,1602,1684,-82,-25,-28,-49,-29,-0.0173,0.4879,0.5048,0.9843,0.0662
1,Kevin,Hayes,,25,C,1,8475763,234,48,0.2051,82,0.3504,130,0.5555,29,18,0.0769,8,387,1.6538,156,0.6666,86,0.3675,20.3974,0.124,2430,2658,-228,52,-180,-115,-100,-0.0056,1830,1972,-142,-3,-88,-75,-51,-0.0067,0.4776,0.5316,1.0228,0.0929
1,Cam,Fowler,,26,D,0,8475764,229,23,0.1004,78,0.3406,101,0.441,3,41,0.179,4,386,1.6855,119,0.5196,353,1.5414,26.882,0.0595,3484,3548,-64,45,-153,98,44,-0.0206,2641,2631,10,-9,-51,111,70,-0.0196,0.4954,0.466,0.9969,0.0795
1,Vladimir,Tarasenko,,26,R,1,8475765,239,116,0.4853,106,0.4435,222,0.9288,33,64,0.2678,0,842,3.523,114,0.4769,77,0.3221,25.4686,0.1377,3393,2934,459,157,12,378,290,0.0332,2530,2140,390,88,73,293,229,0.0325,0.5363,0.6413,1.0203,0.0913
1,Austin,Watson,,25,L,1,8475766,134,8,0.0597,19,0.1417,27,0.2014,10,0,0.0,1,145,1.082,217,1.6194,111,0.8283,16.8208,0.0551,973,1182,-209,10,-147,-143,-72,-0.0857,716,803,-87,2,-69,-51,-20,-0.0624,0.4515,0.2565,1.0014,0.0699
1,Jaden,Schwartz,,25,L,1,8475768,186,55,0.2956,85,0.4569,140,0.7526,35,30,0.1613,2,426,2.2903,151,0.8118,110,0.5913,25.5322,0.1291,2515,2227,288,154,-5,206,139,0.0191,1848,1610,238,96,29,150,113,0.0145,0.5304,0.5574,1.0145,0.0854
1,Riley,Sheahan,,26,C,1,8475772,240,29,0.1208,45,0.1875,74,0.3083,-40,18,0.075,1,360,1.5,174,0.725,98,0.4083,21.45,0.0805,2410,2325,85,88,-59,38,56,-0.0024,1825,1811,14,38,-43,-2,19,0.0009,0.509,0.513,0.9791,0.0633
1,Chris,Wagner,,26,R,1,8475780,95,10,0.1052,3,0.0315,13,0.1368,-2,0,0.0,0,102,1.0736,229,2.4105,54,0.5684,13.8105,0.098,570,705,-135,-39,-61,-58,-35,-0.0438,428,526,-98,-29,-51,-34,-18,-0.0473,0.4471,0.4939,1.0065,0.0606
1,Jeff,Skinner,,25,C,1,8475784,238,83,0.3487,62,0.2605,145,0.6092,-29,29,0.1218,0,774,3.2521,101,0.4243,57,0.2394,21.3067,0.1072,3178,3031,147,272,-139,63,14,-0.0079,2356,2303,53,174,-106,19,-15,-0.0077,0.5118,0.594,0.9913,0.0814
0,Alexander,Burmistrov,,26,C,1,8475788,130,12,0.0923,25,0.1923,37,0.2846,-18,6,0.0462,2,147,1.1307,185,1.423,54,0.4153,19.8846,0.0816,1247,1459,-212,-66,-106,-105,-40,-0.0454,906,1083,-177,-82,-58,-83,-37,-0.0461,0.4608,0.4914,0.9758,0.0583
1,Erik,Gudbranson,,25,D,0,8475790,170,7,0.0411,21,0.1235,28,0.1647,-15,4,0.0235,0,223,1.3117,428,2.5176,192,1.1294,24.0176,0.0313,2233,2413,-180,22,-137,-137,-65,-0.03,1715,1888,-173,-18,-82,-141,-73,-0.0338,0.4806,0.4431,0.995,0.0727
1,Taylor,Hall,,26,L,1,8475791,207,60,0.2898,96,0.4637,156,0.7536,-14,33,0.1594,0,682,3.2946,208,1.0048,118,0.57,23.6328,0.0879,3050,2849,201,212,-35,107,24,0.0515,2225,2133,92,82,1,47,9,0.0461,0.517,0.5208,1.0025,0.0808
1,Brett,Connolly,,25,R,1,8475792,192,36,0.1875,29,0.151,65,0.3385,22,9,0.0469,0,259,1.3489,316,1.6458,61,0.3177,16.5364,0.1389,1968,1726,242,58,22,177,162,0.0245,1461,1292,169,31,36,131,102,0.022,0.5328,0.5172,1.0107,0.0832
1,Ryan,Johansen,,25,C,1,8475793,244,54,0.2213,138,0.5655,192,0.7868,1,71,0.291,3,541,2.2172,276,1.1311,91,0.3729,23.7991,0.0998,3281,3100,181,254,-109,154,36,0.0287,2509,2360,149,153,-51,152,47,0.0306,0.5142,0.514,1.0046,0.0823
1,Tyler,Seguin,,25,C,1,8475794,225,96,0.4266,126,0.56,222,0.9866,-14,82,0.3644,0,859,3.8177,203,0.9022,79,0.3511,24.2533,0.1117,3441,3022,419,299,-35,243,155,0.024,2524,2246,278,173,5,151,100,0.0148,0.5324,0.5292,0.9965,0.0941
1,Mark,Pysyk,,25,D,0,8475796,144,7,0.0486,24,0.1666,31,0.2152,3,1,0.0069,1,134,0.9305,110,0.7638,159,1.1041,23.2083,0.0522,1863,1820,43,81,-75,68,37,0.026,1423,1399,24,45,-11,22,-10,0.0263,0.5058,0.4929,0.9995,0.0778
1,Mikael,Granlund,,25,R,1,8475798,231,47,0.2034,105,0.4545,152,0.658,28,39,0.1688,5,436,1.8874,183,0.7922,152,0.658,22.7835,0.1077,3087,3049,38,154,-149,33,33,0.0145,2312,2237,75,67,-14,61,22,0.0107,0.5031,0.5175,1.0089,0.0834
1,Nino,Niederreiter,,25,R,1,8475799,244,69,0.2827,68,0.2786,137,0.5614,28,27,0.1107,1,494,2.0245,404,1.6557,71,0.2909,19.8401,0.1396,2916,2474,442,228,48,282,166,0.0632,2174,1794,380,154,113,215,113,0.0612,0.541,0.4904,1.0076,0.091
1,Joakim,Nordstrom,,25,C,1,8475807,191,17,0.089,22,0.1151,39,0.2041,-16,0,0.0,2,227,1.1884,319,1.6701,90,0.4712,20.0837,0.0748,1881,1931,-50,4,-101,-3,47,-0.028,1399,1423,-24,-1,-50,-8,27,-0.0155,0.4934,0.4103,0.9789,0.0498
1,Bryan,Rust,,25,R,1,8475810,112,20,0.1785,21,0.1875,41,0.366,2,1,0.0089,1,212,1.8928,184,1.6428,55,0.491,19.116,0.0943,1254,1180,74,28,37,67,9,-0.008,947,881,66,1,76,50,-11,-0.0114,0.5152,0.4994,0.9933,0.0758
1,Joonas,Donskoi,,25,R,1,8475820,137,17,0.124,36,0.2627,53,0.3868,-1,12,0.0876,0,202,1.4744,58,0.4233,73,0.5328,19.9197,0.0841,1618,1417,201,126,5,160,70,0.0278,1167,993,174,71,43,136,60,0.0222,0.5331,0.5132,0.9913,0.074
1,Tom,Kuhnhackl,,25,R,1,8475832,99,9,0.0909,22,0.2222,31,0.3131,11,0,0.0,4,101,1.0202,169,1.707,74,0.7474,18.0,0.0891,764,874,-110,-31,-29,-54,-50,-0.0675,581,615,-34,-25,9,-10,-18,-0.0519,0.4664,0.3102,1.0185,0.0853
1,Brendan,Gallagher,,25,R,1,8475848,199,53,0.2663,63,0.3165,116,0.5829,38,21,0.1055,0,614,3.0854,160,0.804,89,0.4472,22.5829,0.0863,2857,2362,495,215,87,331,193,0.0556,2065,1735,330,95,96,244,139,0.0496,0.5474,0.5462,1.0155,0.0767
1,Jesper,Fast,,26,R,1,8475855,205,22,0.1073,43,0.2097,65,0.317,14,1,0.0049,0,183,0.8926,310,1.5121,127,0.6195,20.3707,0.1202,2039,2142,-103,87,-128,-92,-62,0.0104,1520,1566,-46,18,-37,-56,-27,0.0091,0.4877,0.4356,1.0061,0.0817
1,Anthony,Bitetto,,27,D,0,8475868,64,1,0.0156,12,0.1875,13,0.2031,-2,0,0.0,0,38,0.5937,114,1.7812,68,1.0625,17.0468,0.0263,625,751,-126,-31,-85,-53,-10,-0.0701,462,552,-90,-19,-62,-45,-9,-0.0706,0.4542,0.57,1.0021,0.0746
1,Brandon,Davidson,,26,D,0,8475869,101,5,0.0495,10,0.099,15,0.1485,0,2,0.0198,1,112,1.1089,134,1.3267,175,1.7326,23.7029,0.0446,1368,1314,54,107,-63,8,10,0.0261,998,947,51,55,-32,31,28,0.0296,0.5101,0.4968,0.9955,0.0752
1,John,Klingberg,,25,D,0,8475906,221,34,0.1538,113,0.5113,147,0.6651,29,51,0.2308,0,393,1.7782,140,0.6334,262,1.1855,27.2579,0.0865,4239,3787,452,357,-83,268,178,0.0187,3068,2832,236,189,-24,137,71,0.0041,0.5282,0.4916,1.0136,0.0888
1,Micheal,Ferland,,25,L,1,8475907,173,21,0.1213,27,0.156,48,0.2774,-15,7,0.0405,0,262,1.5144,423,2.445,58,0.3352,18.5028,0.0801,1644,1740,-96,55,-152,-4,1,0.0031,1212,1270,-58,-1,-68,14,11,0.0018,0.4858,0.4649,0.9902,0.0726
1,Mark,Stone,,25,R,1,8475913,226,71,0.3141,108,0.4778,179,0.792,29,42,0.1858,4,442,1.9557,147,0.6504,160,0.7079,23.0132,0.1606,3135,2842,293,256,-30,120,67,0.0512,2275,2125,150,117,18,33,15,0.0523,0.5245,0.5251,1.0127,0.0905
1,Kevan,Miller,,30,D,0,8476191,170,10,0.0588,28,0.1647,38,0.2235,36,1,0.0059,1,150,0.8823,372,2.1882,259,1.5235,24.7764,0.0666,2366,2261,105,128,-100,72,77,-0.0104,1778,1668,110,70,-12,66,52,-0.0062,0.5113,0.519,1.0068,0.0799
1,Ryan,Dzingel,,25,L,1,8476288,111,17,0.1531,24,0.2162,41,0.3693,11,3,0.027,1,146,1.3153,125,1.1261,25,0.2252,18.2792,0.1164,1202,1297,-95,-5,-62,-70,-28,-0.0012,870,969,-99,-31,-34,-61,-34,-0.0128,0.481,0.5197,1.0193,0.0855
1,Ondrej,Palat,,26,L,1,8476292,212,49,0.2311,106,0.5,155,0.7311,49,33,0.1557,5,418,1.9716,373,1.7594,155,0.7311,22.7311,0.1172,2747,2391,356,102,71,265,183,0.0194,2071,1861,210,42,82,142,86,0.0141,0.5346,0.5564,1.0262,0.0984
1,Scott,Wilson,,25,C,1,8476293,103,13,0.1262,19,0.1844,32,0.3106,0,0,0.0,0,166,1.6116,205,1.9902,37,0.3592,15.6504,0.0783,981,960,21,35,-34,25,20,-0.0043,747,685,62,26,7,49,29,0.0071,0.5054,0.4384,0.9888,0.0701
1,Josh,Manson,,26,D,0,8476312,181,10,0.0552,25,0.1381,35,0.1933,26,0,0.0,2,202,1.116,429,2.3701,170,0.9392,23.5745,0.0495,2741,2246,495,200,41,402,254,0.0574,2076,1683,393,139,68,283,186,0.0534,0.5496,0.4959,0.993,0.0696
1,Dylan,DeMelo,,24,D,0,8476331,70,3,0.0428,9,0.1285,12,0.1714,2,4,0.0571,0,74,1.0571,75,1.0714,67,0.9571,19.5285,0.0405,790,755,35,20,11,25,4,0.0003,579,538,41,20,9,31,12,-0.0033,0.5113,0.5481,0.9981,0.0721
1,Johnny,Gaudreau,,24,L,1,8476346,231,72,0.3116,131,0.567,203,0.8787,8,58,0.2511,0,566,2.4502,49,0.2121,51,0.2207,23.9653,0.1272,3056,3186,-130,62,-156,-16,-36,0.0212,2223,2302,-79,10,-82,14,-7,0.0153,0.4896,0.5778,1.0083,0.0933
1,Tobias,Rieder,,24,R,1,8476356,234,43,0.1837,49,0.2094,92,0.3931,-48,16,0.0684,6,533,2.2777,201,0.8589,118,0.5042,23.2606,0.0806,2794,3030,-236,112,-192,-199,-156,0.0169,2070,2275,-205,40,-107,-154,-138,0.0219,0.4797,0.4783,0.9848,0.0625
1,Andrew,Shaw,,26,R,1,8476381,225,41,0.1822,48,0.2133,89,0.3955,7,21,0.0933,0,426,1.8933,422,1.8755,92,0.4088,19.4222,0.0962,2744,2416,328,173,15,174,140,0.0104,1961,1798,163,65,38,83,60,0.0049,0.5318,0.5087,0.9963,0.0648
1,Vincent,Trocheck,,24,C,1,8476389,208,55,0.2644,74,0.3557,129,0.6201,11,26,0.125,2,493,2.3701,382,1.8365,111,0.5336,22.0096,0.1115,2717,2393,324,258,21,115,45,0.0434,2073,1865,208,159,62,43,-13,0.0357,0.5317,0.5048,1.0107,0.0847
1,Adam,Lowry,,24,C,1,8476392,236,33,0.1398,36,0.1525,69,0.2923,-7,12,0.0508,2,299,1.2669,660,2.7966,136,0.5762,21.3135,0.1103,2407,2412,-5,48,-56,5,3,-0.0131,1771,1793,-22,-14,-26,4,18,-0.0138,0.4995,0.4667,0.9925,0.0694
1,Nick,Cousins,,24,C,1,8476393,107,12,0.1121,15,0.1401,27,0.2523,0,4,0.0374,0,146,1.3644,112,1.0467,46,0.4299,15.6728,0.0821,1091,993,98,43,-46,131,101,0.0215,777,695,82,15,-15,114,82,0.0212,0.5235,0.5407,1.0008,0.0632
0,Logan,Shaw,,25,R,1,8476400,108,8,0.074,9,0.0833,17,0.1574,-4,1,0.0093,2,131,1.2129,150,1.3888,38,0.3518,16.0648,0.061,722,887,-165,-3,-109,-68,-53,-0.0585,563,691,-128,-4,-76,-55,-48,-0.0658,0.4487,0.5151,0.9884,0.0594
0,Klas,Dahlbeck,,26,D,0,8476403,137,5,0.0364,13,0.0948,18,0.1313,-25,0,0.0,1,121,0.8832,319,2.3284,160,1.1678,22.3868,0.0413,1488,1815,-327,-38,-122,-250,-167,-0.0393,1090,1374,-284,-55,-88,-206,-141,-0.0394,0.4505,0.5307,0.9811,0.0648
1,Andy,Andreoff,,26,C,1,8476404,114,10,0.0877,5,0.0438,15,0.1315,0,0,0.0,0,98,0.8596,185,1.6228,18,0.1578,13.4912,0.102,946,904,42,79,-51,31,14,-0.0526,691,684,7,25,-27,14,9,-0.0574,0.5114,0.5884,0.9993,0.0489
0,Nick,Shore,,25,C,1,8476406,172,10,0.0581,24,0.1395,34,0.1976,-12,3,0.0174,1,202,1.1744,206,1.1976,53,0.3081,17.4593,0.0495,1823,1387,436,220,96,254,120,0.0176,1330,1036,294,141,90,141,63,0.0118,0.5679,0.5666,0.9712,0.0491
1,Jean-Gabriel,Pageau,,25,C,1,8476419,214,41,0.1915,54,0.2523,95,0.4439,34,2,0.0093,13,399,1.8644,485,2.2663,159,0.7429,22.3785,0.1027,2389,2611,-222,54,-152,-178,-124,-0.0141,1740,1890,-150,7,-59,-124,-98,-0.006,0.4778,0.4011,1.0125,0.08
1,Reid,Boucher,,24,C,1,8476423,89,15,0.1685,15,0.1685,30,0.337,-23,7,0.0787,0,164,1.8426,61,0.6853,33,0.3707,17.0224,0.0914,797,930,-133,-2,-62,-101,-69,-0.017,604,722,-118,-9,-50,-86,-59,-0.0182,0.4615,0.4935,0.9831,0.064
0,Tomas,Jurco,,25,L,1,8476430,136,8,0.0588,17,0.125,25,0.1838,-12,2,0.0147,0,170,1.25,168,1.2352,24,0.1764,15.4338,0.047,1152,1020,132,52,59,85,21,0.0137,858,780,78,51,29,34,-2,0.0151,0.5304,0.5047,0.9769,0.0565
1,Boone,Jenner,,24,C,1,8476432,195,57,0.2923,43,0.2205,100,0.5128,-6,20,0.1026,3,519,2.6615,531,2.723,176,0.9025,21.9025,0.1098,2475,2674,-199,90,-210,-104,-79,-0.0094,1851,1932,-81,48,-114,-6,-15,-0.0012,0.4807,0.4425,1.0022,0.0786
1,Dmitrij,Jaskin,,24,R,1,8476436,170,18,0.1058,24,0.1411,42,0.247,15,3,0.0176,0,255,1.5,370,2.1764,56,0.3294,17.3647,0.0705,1774,1478,296,148,92,132,56,0.0351,1340,1076,264,109,106,110,49,0.0391,0.5455,0.4764,1.0022,0.0723
1,Victor,Rask,,24,C,1,8476437,242,48,0.1983,78,0.3223,126,0.5206,-30,39,0.1612,1,518,2.1404,117,0.4834,103,0.4256,22.5909,0.0926,3087,2946,141,187,-110,75,64,-0.0082,2344,2254,90,137,-71,33,24,-0.0019,0.5117,0.5732,0.9871,0.0725
1,Brandon,Saad,,25,L,1,8476438,242,78,0.3223,80,0.3305,158,0.6528,31,21,0.0868,1,646,2.6694,120,0.4958,80,0.3305,22.8966,0.1207,3239,2900,339,256,37,213,46,0.0273,2401,2151,250,149,88,134,13,0.0286,0.5276,0.5555,1.0164,0.0857
1,Markus,Granlund,,24,C,1,8476440,164,33,0.2012,27,0.1646,60,0.3658,-27,9,0.0549,2,243,1.4817,107,0.6524,58,0.3536,21.8109,0.1358,1683,1963,-280,17,-257,-119,-40,-0.0087,1196,1428,-232,-10,-171,-96,-51,-0.0133,0.4616,0.5233,0.9835,0.0818
1,Joel,Edmundson,,24,D,0,8476441,136,4,0.0294,20,0.147,24,0.1764,11,0,0.0,0,171,1.2573,287,2.1102,157,1.1544,23.6102,0.0233,1825,1778,47,83,-37,13,1,-0.0028,1350,1337,13,39,-9,-29,-17,-0.0138,0.5065,0.489,1.0017,0.0654
1,Matt,Nieto,,25,L,1,8476442,198,25,0.1262,32,0.1616,57,0.2878,-32,5,0.0253,4,310,1.5656,98,0.4949,105,0.5303,21.0606,0.0806,2357,2195,162,87,-31,148,106,0.0065,1734,1610,124,-10,51,99,83,0.0088,0.5178,0.4693,0.9662,0.0534
1,William,Karlsson,,24,C,1,8476448,183,18,0.0983,32,0.1748,50,0.2732,4,2,0.0109,2,233,1.2732,93,0.5081,79,0.4316,19.2513,0.0772,1764,1867,-103,46,-113,-52,-36,-0.0084,1340,1402,-62,-9,-51,-21,-2,-0.009,0.4858,0.4714,1.0063,0.0785
1,Nikita,Kucherov,,24,R,1,8476453,233,99,0.4248,117,0.5021,216,0.927,60,72,0.309,0,646,2.7725,156,0.6695,76,0.3261,21.206,0.1532,3226,2623,603,193,123,442,287,0.0421,2410,2029,381,92,111,303,178,0.0354,0.5515,0.5945,1.0282,0.1004
1,Ryan,Nugent-Hopkins,,24,C,1,8476454,213,54,0.2535,79,0.3708,133,0.6244,-31,36,0.169,1,497,2.3333,178,0.8356,108,0.507,25.0,0.1086,2799,2901,-102,125,-100,-180,-127,0.0024,1998,2129,-131,22,-36,-155,-117,-0.0092,0.4911,0.547,0.9901,0.0809
